CpG island 	 4714 .. 5242 	 size=529 
CpG island 	 8174934 .. 8175272 	 size=339 
CpG island 	 8228456 .. 8228682 	 size=227 
CpG island 	 8243882 .. 8244210 	 size=329 
CpG island 	 8249705 .. 8249952 	 size=248 
CpG island 	 8252625 .. 8253004 	 size=380 
CpG island 	 8256597 .. 8257083 	 size=487 
CpG island 	 8257844 .. 8258229 	 size=386 
CpG island 	 8261940 .. 8262313 	 size=374 
CpG island 	 8272183 .. 8272492 	 size=310 
CpG island 	 8272812 .. 8273011 	 size=200 
CpG island 	 8286574 .. 8286887 	 size=314 
CpG island 	 8287412 .. 8287733 	 size=322 
CpG island 	 8288157 .. 8289000 	 size=844 
CpG island 	 8292226 .. 8292577 	 size=352 
CpG island 	 8300873 .. 8301179 	 size=307 
CpG island 	 8310885 .. 8311381 	 size=497 
CpG island 	 8315507 .. 8315715 	 size=209 
CpG island 	 8319162 .. 8319460 	 size=299 
CpG island 	 8326656 .. 8326911 	 size=256 
CpG island 	 8328176 .. 8328604 	 size=429 
CpG island 	 8339753 .. 8340108 	 size=356 
CpG island 	 8340160 .. 8340611 	 size=452 
CpG island 	 8353404 .. 8353610 	 size=207 
CpG island 	 8357785 .. 8358155 	 size=371 
CpG island 	 8381321 .. 8381739 	 size=419 
CpG island 	 8384266 .. 8384631 	 size=366 
CpG island 	 8403105 .. 8403351 	 size=247 
CpG island 	 8405650 .. 8405993 	 size=344 
CpG island 	 8408600 .. 8408939 	 size=340 
CpG island 	 8410482 .. 8410845 	 size=364 
CpG island 	 8429064 .. 8429293 	 size=230 
CpG island 	 8431116 .. 8431411 	 size=296 
CpG island 	 8431767 .. 8432083 	 size=317 
CpG island 	 8461577 .. 8461800 	 size=224 
CpG island 	 8462046 .. 8462265 	 size=220 
CpG island 	 8481805 .. 8482106 	 size=302 
CpG island 	 8500940 .. 8501250 	 size=311 
CpG island 	 8536138 .. 8536338 	 size=201 
CpG island 	 8559132 .. 8559502 	 size=371 
CpG island 	 8561235 .. 8561514 	 size=280 
CpG island 	 8564016 .. 8564428 	 size=413 
CpG island 	 8569824 .. 8570292 	 size=469 
CpG island 	 8588648 .. 8589083 	 size=436 
CpG island 	 8597222 .. 8597568 	 size=347 
CpG island 	 8615968 .. 8616358 	 size=391 
CpG island 	 8619853 .. 8620058 	 size=206 
CpG island 	 8634372 .. 8635241 	 size=870 
CpG island 	 8637748 .. 8638073 	 size=326 
CpG island 	 8649218 .. 8649441 	 size=224 
CpG island 	 8708276 .. 8708646 	 size=371 
CpG island 	 8724475 .. 8724842 	 size=368 
CpG island 	 8729319 .. 8729618 	 size=300 
CpG island 	 8735631 .. 8736024 	 size=394 
CpG island 	 8747738 .. 8748090 	 size=353 
CpG island 	 8750837 .. 8751046 	 size=210 
CpG island 	 8756135 .. 8756379 	 size=245 
CpG island 	 8762200 .. 8762432 	 size=233 
CpG island 	 8767647 .. 8767903 	 size=257 
CpG island 	 8777336 .. 8777598 	 size=263 
CpG island 	 8786920 .. 8787303 	 size=384 
CpG island 	 8796927 .. 8797394 	 size=468 
CpG island 	 8809132 .. 8809419 	 size=288 
CpG island 	 8810461 .. 8810713 	 size=253 
CpG island 	 8812259 .. 8812588 	 size=330 
CpG island 	 8812923 .. 8813170 	 size=248 
CpG island 	 8814886 .. 8815365 	 size=480 
CpG island 	 8816139 .. 8816580 	 size=442 
CpG island 	 8819997 .. 8820384 	 size=388 
CpG island 	 8836959 .. 8837374 	 size=416 
CpG island 	 8851736 .. 8852076 	 size=341 
CpG island 	 8862198 .. 8862400 	 size=203 
CpG island 	 8863237 .. 8863634 	 size=398 
CpG island 	 8869799 .. 8870164 	 size=366 
CpG island 	 8871128 .. 8871668 	 size=541 
CpG island 	 8873078 .. 8873716 	 size=639 
CpG island 	 8873905 .. 8874160 	 size=256 
CpG island 	 8874797 .. 8875182 	 size=386 
CpG island 	 8875712 .. 8876270 	 size=559 
CpG island 	 8876322 .. 8876695 	 size=374 
CpG island 	 8876948 .. 8877336 	 size=389 
CpG island 	 8878439 .. 8878826 	 size=388 
CpG island 	 8881200 .. 8881455 	 size=256 
CpG island 	 8882615 .. 8882900 	 size=286 
CpG island 	 8882908 .. 8883385 	 size=478 
CpG island 	 8885840 .. 8886346 	 size=507 
CpG island 	 8886382 .. 8886750 	 size=369 
CpG island 	 8887969 .. 8888314 	 size=346 
CpG island 	 8891556 .. 8891798 	 size=243 
CpG island 	 8898069 .. 8898462 	 size=394 
CpG island 	 8901481 .. 8901848 	 size=368 
CpG island 	 8902346 .. 8902718 	 size=373 
CpG island 	 8906102 .. 8906426 	 size=325 
CpG island 	 8906800 .. 8907400 	 size=601 
CpG island 	 8908625 .. 8908903 	 size=279 
CpG island 	 8912103 .. 8912596 	 size=494 
CpG island 	 8914690 .. 8915161 	 size=472 
CpG island 	 8918273 .. 8918770 	 size=498 
CpG island 	 8919101 .. 8919489 	 size=389 
CpG island 	 8930758 .. 8930999 	 size=242 
CpG island 	 8932092 .. 8932348 	 size=257 
CpG island 	 8933644 .. 8934007 	 size=364 
CpG island 	 8941772 .. 8942043 	 size=272 
CpG island 	 8947186 .. 8947528 	 size=343 
CpG island 	 8957100 .. 8957299 	 size=200 
CpG island 	 8958123 .. 8958346 	 size=224 
CpG island 	 8958598 .. 8958816 	 size=219 
CpG island 	 8958951 .. 8959313 	 size=363 
CpG island 	 8968133 .. 8968529 	 size=397 
CpG island 	 8973379 .. 8973688 	 size=310 
CpG island 	 8979328 .. 8979802 	 size=475 
CpG island 	 8993016 .. 8993221 	 size=206 
CpG island 	 9009092 .. 9009340 	 size=249 
CpG island 	 9016853 .. 9017258 	 size=406 
CpG island 	 9017336 .. 9017797 	 size=462 
CpG island 	 9025955 .. 9026404 	 size=450 
CpG island 	 9028148 .. 9028425 	 size=278 
CpG island 	 9028451 .. 9028760 	 size=310 
CpG island 	 9033604 .. 9033994 	 size=391 
CpG island 	 9038325 .. 9038662 	 size=338 
CpG island 	 9050504 .. 9050736 	 size=233 
CpG island 	 9058629 .. 9058962 	 size=334 
CpG island 	 9075292 .. 9075519 	 size=228 
CpG island 	 9079869 .. 9080068 	 size=200 
CpG island 	 9080654 .. 9080881 	 size=228 
CpG island 	 9095963 .. 9096345 	 size=383 
CpG island 	 9101851 .. 9102278 	 size=428 
CpG island 	 9104831 .. 9105267 	 size=437 
CpG island 	 9108149 .. 9108546 	 size=398 
CpG island 	 9130998 .. 9131345 	 size=348 
CpG island 	 9137375 .. 9137883 	 size=509 
CpG island 	 9141466 .. 9141972 	 size=507 
CpG island 	 9145297 .. 9145688 	 size=392 
CpG island 	 9152125 .. 9152592 	 size=468 
CpG island 	 9155883 .. 9156224 	 size=342 
CpG island 	 9165023 .. 9165558 	 size=536 
CpG island 	 9166594 .. 9166862 	 size=269 
CpG island 	 9176210 .. 9176594 	 size=385 
CpG island 	 9179017 .. 9179313 	 size=297 
CpG island 	 9184240 .. 9184616 	 size=377 
CpG island 	 9186624 .. 9186865 	 size=242 
CpG island 	 9196718 .. 9196920 	 size=203 
CpG island 	 9202681 .. 9202891 	 size=211 
CpG island 	 9204033 .. 9204471 	 size=439 
CpG island 	 9205715 .. 9206003 	 size=289 
CpG island 	 9206885 .. 9207276 	 size=392 
CpG island 	 9212107 .. 9212850 	 size=744 
CpG island 	 9237111 .. 9237462 	 size=352 
CpG island 	 9248900 .. 9249249 	 size=350 
CpG island 	 9249920 .. 9250310 	 size=391 
CpG island 	 9261038 .. 9261477 	 size=440 
CpG island 	 9266373 .. 9266715 	 size=343 
CpG island 	 9277821 .. 9278120 	 size=300 
CpG island 	 9288438 .. 9288689 	 size=252 
CpG island 	 9315587 .. 9315901 	 size=315 
CpG island 	 9317185 .. 9317477 	 size=293 
CpG island 	 9327899 .. 9328208 	 size=310 
CpG island 	 9328949 .. 9329285 	 size=337 
CpG island 	 9332702 .. 9333084 	 size=383 
CpG island 	 9356288 .. 9356996 	 size=709 
CpG island 	 9366242 .. 9366512 	 size=271 
CpG island 	 9371149 .. 9371387 	 size=239 
CpG island 	 9393354 .. 9393559 	 size=206 
CpG island 	 9396763 .. 9397094 	 size=332 
CpG island 	 9403287 .. 9403493 	 size=207 
CpG island 	 9404284 .. 9404497 	 size=214 
CpG island 	 9405382 .. 9405702 	 size=321 
CpG island 	 9422710 .. 9422935 	 size=226 
CpG island 	 9429334 .. 9429746 	 size=413 
CpG island 	 9441283 .. 9441482 	 size=200 
CpG island 	 9445785 .. 9446081 	 size=297 
CpG island 	 9449397 .. 9449735 	 size=339 
CpG island 	 9456698 .. 9457103 	 size=406 
CpG island 	 9465810 .. 9466184 	 size=375 
CpG island 	 9469672 .. 9469926 	 size=255 
CpG island 	 9483307 .. 9483774 	 size=468 
CpG island 	 9490218 .. 9490687 	 size=470 
CpG island 	 9496238 .. 9496886 	 size=649 
CpG island 	 9497159 .. 9497391 	 size=233 
CpG island 	 9497855 .. 9498285 	 size=431 
CpG island 	 9506000 .. 9506355 	 size=356 
CpG island 	 9506673 .. 9507038 	 size=366 
CpG island 	 9508733 .. 9508996 	 size=264 
CpG island 	 9509588 .. 9509932 	 size=345 
CpG island 	 9516772 .. 9517217 	 size=446 
CpG island 	 9521450 .. 9521813 	 size=364 
CpG island 	 9521993 .. 9522347 	 size=355 
CpG island 	 9522446 .. 9522854 	 size=409 
CpG island 	 9525220 .. 9525519 	 size=300 
CpG island 	 9580112 .. 9580326 	 size=215 
CpG island 	 9606625 .. 9606871 	 size=247 
CpG island 	 9622293 .. 9622615 	 size=323 
CpG island 	 9626266 .. 9626620 	 size=355 
CpG island 	 9627093 .. 9627414 	 size=322 
CpG island 	 9628014 .. 9628293 	 size=280 
CpG island 	 9641900 .. 9642134 	 size=235 
CpG island 	 9646226 .. 9646447 	 size=222 
CpG island 	 9647021 .. 9647432 	 size=412 
CpG island 	 9653395 .. 9653784 	 size=390 
CpG island 	 9653988 .. 9654375 	 size=388 
CpG island 	 9671167 .. 9671539 	 size=373 
CpG island 	 9675280 .. 9675485 	 size=206 
CpG island 	 9676698 .. 9677082 	 size=385 
CpG island 	 9680638 .. 9680900 	 size=263 
CpG island 	 9695692 .. 9695951 	 size=260 
CpG island 	 9696613 .. 9696837 	 size=225 
CpG island 	 9697287 .. 9697636 	 size=350 
CpG island 	 9705458 .. 9705743 	 size=286 
CpG island 	 9737340 .. 9737566 	 size=227 
CpG island 	 9746215 .. 9746424 	 size=210 
CpG island 	 9748193 .. 9748581 	 size=389 
CpG island 	 9758800 .. 9759002 	 size=203 
CpG island 	 9759962 .. 9760254 	 size=293 
CpG island 	 9766386 .. 9766665 	 size=280 
CpG island 	 9769656 .. 9769869 	 size=214 
CpG island 	 9770565 .. 9770870 	 size=306 
CpG island 	 9771265 .. 9771482 	 size=218 
CpG island 	 9781304 .. 9781588 	 size=285 
CpG island 	 9793149 .. 9793351 	 size=203 
CpG island 	 9795401 .. 9795624 	 size=224 
CpG island 	 9796447 .. 9796870 	 size=424 
CpG island 	 9797083 .. 9797675 	 size=593 
CpG island 	 9804053 .. 9804550 	 size=498 
CpG island 	 9805264 .. 9805464 	 size=201 
CpG island 	 9805640 .. 9805947 	 size=308 
CpG island 	 9815942 .. 9816220 	 size=279 
CpG island 	 9817055 .. 9817373 	 size=319 
CpG island 	 9818998 .. 9819350 	 size=353 
CpG island 	 9820010 .. 9820238 	 size=229 
CpG island 	 9823498 .. 9823707 	 size=210 
CpG island 	 9824392 .. 9824595 	 size=204 
CpG island 	 9827711 .. 9828021 	 size=311 
CpG island 	 9828401 .. 9828800 	 size=400 
CpG island 	 9830188 .. 9830546 	 size=359 
CpG island 	 9836102 .. 9836455 	 size=354 
CpG island 	 9837321 .. 9837772 	 size=452 
CpG island 	 9837803 .. 9838048 	 size=246 
CpG island 	 9843508 .. 9843749 	 size=242 
CpG island 	 9844505 .. 9844754 	 size=250 
CpG island 	 9846680 .. 9847143 	 size=464 
CpG island 	 9855070 .. 9855316 	 size=247 
CpG island 	 9856616 .. 9856820 	 size=205 
CpG island 	 9871862 .. 9872127 	 size=266 
CpG island 	 9881650 .. 9882421 	 size=772 
CpG island 	 9882766 .. 9883107 	 size=342 
CpG island 	 9888906 .. 9889368 	 size=463 
CpG island 	 9889542 .. 9889855 	 size=314 
CpG island 	 9890293 .. 9890687 	 size=395 
CpG island 	 9891574 .. 9891903 	 size=330 
CpG island 	 9892947 .. 9893157 	 size=211 
CpG island 	 9899503 .. 9899729 	 size=227 
CpG island 	 9903594 .. 9903818 	 size=225 
CpG island 	 9905640 .. 9905870 	 size=231 
CpG island 	 9911051 .. 9911434 	 size=384 
CpG island 	 9915598 .. 9915816 	 size=219 
CpG island 	 9921332 .. 9921683 	 size=352 
CpG island 	 9922110 .. 9922461 	 size=352 
CpG island 	 9926267 .. 9926823 	 size=557 
CpG island 	 9926955 .. 9927271 	 size=317 
CpG island 	 9931764 .. 9932147 	 size=384 
CpG island 	 9933817 .. 9934100 	 size=284 
CpG island 	 9934394 .. 9934650 	 size=257 
CpG island 	 9935301 .. 9935662 	 size=362 
CpG island 	 9936041 .. 9936483 	 size=443 
CpG island 	 9938804 .. 9939165 	 size=362 
CpG island 	 9940740 .. 9941042 	 size=303 
CpG island 	 9942192 .. 9942449 	 size=258 
CpG island 	 9949703 .. 9949906 	 size=204 
CpG island 	 9950819 .. 9951018 	 size=200 
CpG island 	 9951835 .. 9952035 	 size=201 
CpG island 	 9955943 .. 9956174 	 size=232 
CpG island 	 9956362 .. 9956561 	 size=200 
CpG island 	 9957101 .. 9957301 	 size=201 
CpG island 	 9957601 .. 9957912 	 size=312 
CpG island 	 9957937 .. 9958166 	 size=230 
CpG island 	 9958656 .. 9959215 	 size=560 
CpG island 	 9959904 .. 9960140 	 size=237 
CpG island 	 9960872 .. 9961277 	 size=406 
CpG island 	 9963590 .. 9963939 	 size=350 
CpG island 	 9964592 .. 9964989 	 size=398 
CpG island 	 9965824 .. 9966050 	 size=227 
CpG island 	 9967589 .. 9967840 	 size=252 
CpG island 	 9969228 .. 9969889 	 size=662 
CpG island 	 9971268 .. 9971732 	 size=465 
CpG island 	 9976042 .. 9976247 	 size=206 
CpG island 	 9977288 .. 9977790 	 size=503 
CpG island 	 9977848 .. 9978092 	 size=245 
CpG island 	 9978407 .. 9978769 	 size=363 
CpG island 	 9986266 .. 9986478 	 size=213 
CpG island 	 9987073 .. 9987520 	 size=448 
CpG island 	 9988261 .. 9988519 	 size=259 
CpG island 	 9988589 .. 9988803 	 size=215 
CpG island 	 9990219 .. 9990467 	 size=249 
CpG island 	 9990738 .. 9991006 	 size=269 
CpG island 	 9991894 .. 9992225 	 size=332 
CpG island 	 9996197 .. 9996650 	 size=454 
CpG island 	 9998056 .. 9998400 	 size=345 
CpG island 	 9998517 .. 9998788 	 size=272 
CpG island 	 10000633 .. 10000843 	 size=211 
CpG island 	 10003930 .. 10004246 	 size=317 
CpG island 	 10004718 .. 10004918 	 size=201 
CpG island 	 10006392 .. 10006642 	 size=251 
CpG island 	 10007548 .. 10007791 	 size=244 
CpG island 	 10010077 .. 10010520 	 size=444 
CpG island 	 10012365 .. 10012762 	 size=398 
CpG island 	 10013191 .. 10013482 	 size=292 
CpG island 	 10015046 .. 10015357 	 size=312 
CpG island 	 10021498 .. 10021715 	 size=218 
CpG island 	 10026553 .. 10026908 	 size=356 
CpG island 	 10034143 .. 10034463 	 size=321 
CpG island 	 10045910 .. 10046145 	 size=236 
CpG island 	 10056186 .. 10056436 	 size=251 
CpG island 	 10056915 .. 10057471 	 size=557 
CpG island 	 10059631 .. 10060028 	 size=398 
CpG island 	 10066570 .. 10066856 	 size=287 
CpG island 	 10068459 .. 10068685 	 size=227 
CpG island 	 10069114 .. 10069531 	 size=418 
CpG island 	 10071058 .. 10071444 	 size=387 
CpG island 	 10071503 .. 10072471 	 size=969 
CpG island 	 10072864 .. 10073127 	 size=264 
CpG island 	 10076828 .. 10077127 	 size=300 
CpG island 	 10079682 .. 10079945 	 size=264 
CpG island 	 10082479 .. 10082737 	 size=259 
CpG island 	 10083853 .. 10084052 	 size=200 
CpG island 	 10090274 .. 10090671 	 size=398 
CpG island 	 10091816 .. 10092263 	 size=448 
CpG island 	 10095237 .. 10095461 	 size=225 
CpG island 	 10100892 .. 10101342 	 size=451 
CpG island 	 10105074 .. 10105406 	 size=333 
CpG island 	 10110846 .. 10111147 	 size=302 
CpG island 	 10118944 .. 10119300 	 size=357 
CpG island 	 10119539 .. 10119921 	 size=383 
CpG island 	 10126437 .. 10126960 	 size=524 
CpG island 	 10127415 .. 10127812 	 size=398 
CpG island 	 10130499 .. 10130796 	 size=298 
CpG island 	 10136109 .. 10136310 	 size=202 
CpG island 	 10151445 .. 10151714 	 size=270 
CpG island 	 10174061 .. 10174382 	 size=322 
CpG island 	 10175086 .. 10175288 	 size=203 
CpG island 	 10183241 .. 10183945 	 size=705 
CpG island 	 10188481 .. 10188685 	 size=205 
CpG island 	 10189294 .. 10189500 	 size=207 
CpG island 	 10189801 .. 10190000 	 size=200 
CpG island 	 10190274 .. 10190496 	 size=223 
CpG island 	 10194036 .. 10194319 	 size=284 
CpG island 	 10201154 .. 10201606 	 size=453 
CpG island 	 10204089 .. 10204346 	 size=258 
CpG island 	 10205407 .. 10205610 	 size=204 
CpG island 	 10206793 .. 10207004 	 size=212 
CpG island 	 10207396 .. 10207690 	 size=295 
CpG island 	 10208416 .. 10208773 	 size=358 
CpG island 	 10211837 .. 10212156 	 size=320 
CpG island 	 10212634 .. 10213008 	 size=375 
CpG island 	 10213548 .. 10213816 	 size=269 
CpG island 	 10216377 .. 10216930 	 size=554 
CpG island 	 10228665 .. 10229008 	 size=344 
CpG island 	 10232280 .. 10232525 	 size=246 
CpG island 	 10235298 .. 10235514 	 size=217 
CpG island 	 10236525 .. 10236730 	 size=206 
CpG island 	 10238758 .. 10238958 	 size=201 
CpG island 	 10245589 .. 10245910 	 size=322 
CpG island 	 10253183 .. 10253580 	 size=398 
CpG island 	 10261069 .. 10261374 	 size=306 
CpG island 	 10266186 .. 10266470 	 size=285 
CpG island 	 10285469 .. 10285967 	 size=499 
CpG island 	 10293105 .. 10293353 	 size=249 
CpG island 	 10303792 .. 10304228 	 size=437 
CpG island 	 10313947 .. 10314158 	 size=212 
CpG island 	 10327191 .. 10327411 	 size=221 
CpG island 	 10337746 .. 10338030 	 size=285 
CpG island 	 10355076 .. 10355428 	 size=353 
CpG island 	 10374093 .. 10374426 	 size=334 
CpG island 	 10376585 .. 10376946 	 size=362 
CpG island 	 10378588 .. 10379063 	 size=476 
CpG island 	 10385033 .. 10385689 	 size=657 
CpG island 	 10389060 .. 10389548 	 size=489 
CpG island 	 10393762 .. 10394442 	 size=681 
CpG island 	 10397164 .. 10397382 	 size=219 
CpG island 	 10412559 .. 10412774 	 size=216 
CpG island 	 10413944 .. 10414232 	 size=289 
CpG island 	 10420431 .. 10420633 	 size=203 
CpG island 	 10420738 .. 10420982 	 size=245 
CpG island 	 10433289 .. 10433630 	 size=342 
CpG island 	 10437930 .. 10438330 	 size=401 
CpG island 	 10445430 .. 10445824 	 size=395 
CpG island 	 10450313 .. 10450736 	 size=424 
CpG island 	 10456055 .. 10456256 	 size=202 
CpG island 	 10456481 .. 10456691 	 size=211 
CpG island 	 10460027 .. 10460244 	 size=218 
CpG island 	 10467492 .. 10467845 	 size=354 
CpG island 	 10471696 .. 10471903 	 size=208 
CpG island 	 10472258 .. 10472512 	 size=255 
CpG island 	 10475873 .. 10476104 	 size=232 
CpG island 	 10476605 .. 10476809 	 size=205 
CpG island 	 10478818 .. 10479323 	 size=506 
CpG island 	 10481194 .. 10481570 	 size=377 
CpG island 	 10481839 .. 10482266 	 size=428 
CpG island 	 10489795 .. 10490132 	 size=338 
CpG island 	 10492383 .. 10492598 	 size=216 
CpG island 	 10495760 .. 10496035 	 size=276 
CpG island 	 10496888 .. 10497095 	 size=208 
CpG island 	 10499162 .. 10499497 	 size=336 
CpG island 	 10501820 .. 10502175 	 size=356 
CpG island 	 10504251 .. 10504800 	 size=550 
CpG island 	 10506044 .. 10506274 	 size=231 
CpG island 	 10513415 .. 10513785 	 size=371 
CpG island 	 10514125 .. 10514472 	 size=348 
CpG island 	 10517797 .. 10518031 	 size=235 
CpG island 	 10519071 .. 10519312 	 size=242 
CpG island 	 10522691 .. 10522915 	 size=225 
CpG island 	 10530658 .. 10530860 	 size=203 
CpG island 	 10535098 .. 10535767 	 size=670 
CpG island 	 10536895 .. 10537103 	 size=209 
CpG island 	 10537230 .. 10537553 	 size=324 
CpG island 	 10538389 .. 10538723 	 size=335 
CpG island 	 10539581 .. 10539928 	 size=348 
CpG island 	 10540904 .. 10541290 	 size=387 
CpG island 	 10542122 .. 10542328 	 size=207 
CpG island 	 10543492 .. 10544089 	 size=598 
CpG island 	 10544251 .. 10544783 	 size=533 
CpG island 	 10546666 .. 10546955 	 size=290 
CpG island 	 10548290 .. 10548545 	 size=256 
CpG island 	 10549430 .. 10549783 	 size=354 
CpG island 	 10552090 .. 10552356 	 size=267 
CpG island 	 10554417 .. 10554740 	 size=324 
CpG island 	 10557398 .. 10557651 	 size=254 
CpG island 	 10557729 .. 10557974 	 size=246 
CpG island 	 10563174 .. 10563541 	 size=368 
CpG island 	 10572588 .. 10572793 	 size=206 
CpG island 	 10574900 .. 10575342 	 size=443 
CpG island 	 10576512 .. 10576837 	 size=326 
CpG island 	 10578800 .. 10579039 	 size=240 
CpG island 	 10579080 .. 10579342 	 size=263 
CpG island 	 10592188 .. 10592861 	 size=674 
CpG island 	 10595110 .. 10595425 	 size=316 
CpG island 	 10602008 .. 10602563 	 size=556 
CpG island 	 10606283 .. 10606644 	 size=362 
CpG island 	 10608429 .. 10608638 	 size=210 
CpG island 	 10611251 .. 10611643 	 size=393 
CpG island 	 10620208 .. 10620580 	 size=373 
CpG island 	 10622466 .. 10622665 	 size=200 
CpG island 	 10627270 .. 10627683 	 size=414 
CpG island 	 10636585 .. 10637110 	 size=526 
CpG island 	 10640902 .. 10641400 	 size=499 
CpG island 	 10645793 .. 10646129 	 size=337 
CpG island 	 10693290 .. 10693602 	 size=313 
CpG island 	 10694881 .. 10695288 	 size=408 
CpG island 	 10695780 .. 10696118 	 size=339 
CpG island 	 10696276 .. 10696509 	 size=234 
CpG island 	 10697451 .. 10697658 	 size=208 
CpG island 	 10713951 .. 10714224 	 size=274 
CpG island 	 10717905 .. 10718109 	 size=205 
CpG island 	 10722698 .. 10722905 	 size=208 
CpG island 	 10735343 .. 10736215 	 size=873 
CpG island 	 10736412 .. 10736799 	 size=388 
CpG island 	 10737178 .. 10737398 	 size=221 
CpG island 	 10740742 .. 10741130 	 size=389 
CpG island 	 10741419 .. 10741641 	 size=223 
CpG island 	 10748407 .. 10748917 	 size=511 
CpG island 	 10757044 .. 10757258 	 size=215 
CpG island 	 10758609 .. 10758904 	 size=296 
CpG island 	 10759053 .. 10759375 	 size=323 
CpG island 	 10762607 .. 10763041 	 size=435 
CpG island 	 10763360 .. 10763687 	 size=328 
CpG island 	 10771451 .. 10771822 	 size=372 
CpG island 	 10773334 .. 10773673 	 size=340 
CpG island 	 10777701 .. 10777901 	 size=201 
CpG island 	 10778838 .. 10779055 	 size=218 
CpG island 	 10786605 .. 10786963 	 size=359 
CpG island 	 10788877 .. 10789346 	 size=470 
CpG island 	 10799208 .. 10799436 	 size=229 
CpG island 	 10804708 .. 10805062 	 size=355 
CpG island 	 10814459 .. 10814966 	 size=508 
CpG island 	 10818185 .. 10818494 	 size=310 
CpG island 	 10819481 .. 10819797 	 size=317 
CpG island 	 10820350 .. 10820769 	 size=420 
CpG island 	 10826992 .. 10827382 	 size=391 
CpG island 	 10827803 .. 10828065 	 size=263 
CpG island 	 10828154 .. 10828510 	 size=357 
CpG island 	 10837924 .. 10838144 	 size=221 
CpG island 	 10838485 .. 10838728 	 size=244 
CpG island 	 10838806 .. 10839017 	 size=212 
CpG island 	 10839750 .. 10839951 	 size=202 
CpG island 	 10840359 .. 10840695 	 size=337 
CpG island 	 10840864 .. 10841279 	 size=416 
CpG island 	 10848452 .. 10848658 	 size=207 
CpG island 	 10852258 .. 10852677 	 size=420 
CpG island 	 10853034 .. 10853368 	 size=335 
CpG island 	 10856505 .. 10856704 	 size=200 
CpG island 	 10862607 .. 10862810 	 size=204 
CpG island 	 10871342 .. 10871546 	 size=205 
CpG island 	 10872064 .. 10872345 	 size=282 
CpG island 	 10874026 .. 10874356 	 size=331 
CpG island 	 10882771 .. 10883128 	 size=358 
CpG island 	 10885707 .. 10886101 	 size=395 
CpG island 	 10887931 .. 10888314 	 size=384 
CpG island 	 10889084 .. 10889355 	 size=272 
CpG island 	 10889930 .. 10890193 	 size=264 
CpG island 	 10893764 .. 10894117 	 size=354 
CpG island 	 10895498 .. 10895776 	 size=279 
CpG island 	 10896526 .. 10896939 	 size=414 
CpG island 	 10904789 .. 10905708 	 size=920 
CpG island 	 10907400 .. 10907930 	 size=531 
CpG island 	 10908236 .. 10908436 	 size=201 
CpG island 	 10912053 .. 10912315 	 size=263 
CpG island 	 10913185 .. 10913582 	 size=398 
CpG island 	 10915038 .. 10915365 	 size=328 
CpG island 	 10917111 .. 10917529 	 size=419 
CpG island 	 10917604 .. 10917832 	 size=229 
CpG island 	 10921364 .. 10921839 	 size=476 
CpG island 	 10922064 .. 10922745 	 size=682 
CpG island 	 10922885 .. 10923188 	 size=304 
CpG island 	 10927204 .. 10927455 	 size=252 
CpG island 	 10928506 .. 10928932 	 size=427 
CpG island 	 10929576 .. 10929866 	 size=291 
CpG island 	 10932425 .. 10932775 	 size=351 
CpG island 	 10932796 .. 10933057 	 size=262 
CpG island 	 10934203 .. 10934413 	 size=211 
CpG island 	 10938713 .. 10939102 	 size=390 
CpG island 	 10944773 .. 10944973 	 size=201 
CpG island 	 10955708 .. 10956075 	 size=368 
CpG island 	 10958402 .. 10958774 	 size=373 
CpG island 	 10964195 .. 10964528 	 size=334 
CpG island 	 10964920 .. 10965626 	 size=707 
CpG island 	 10965803 .. 10966212 	 size=410 
CpG island 	 10967289 .. 10967611 	 size=323 
CpG island 	 10967903 .. 10968139 	 size=237 
CpG island 	 10969605 .. 10969992 	 size=388 
CpG island 	 10970721 .. 10971065 	 size=345 
CpG island 	 10971431 .. 10971740 	 size=310 
CpG island 	 10971819 .. 10972393 	 size=575 
CpG island 	 10974368 .. 10974705 	 size=338 
CpG island 	 10977577 .. 10978131 	 size=555 
CpG island 	 10979358 .. 10979734 	 size=377 
CpG island 	 10982619 .. 10983107 	 size=489 
CpG island 	 10984250 .. 10984460 	 size=211 
CpG island 	 10985021 .. 10985442 	 size=422 
CpG island 	 10985834 .. 10986034 	 size=201 
CpG island 	 10986399 .. 10986663 	 size=265 
CpG island 	 10989956 .. 10990398 	 size=443 
CpG island 	 10991049 .. 10991334 	 size=286 
CpG island 	 10993218 .. 10993417 	 size=200 
CpG island 	 10994189 .. 10994586 	 size=398 
CpG island 	 10995159 .. 10995799 	 size=641 
CpG island 	 10996150 .. 10996570 	 size=421 
CpG island 	 10998253 .. 10998606 	 size=354 
CpG island 	 10998815 .. 10999183 	 size=369 
CpG island 	 11000914 .. 11001348 	 size=435 
CpG island 	 11001524 .. 11001737 	 size=214 
CpG island 	 11002050 .. 11002660 	 size=611 
CpG island 	 11004205 .. 11004439 	 size=235 
CpG island 	 11006427 .. 11006821 	 size=395 
CpG island 	 11007339 .. 11007554 	 size=216 
CpG island 	 11008863 .. 11009404 	 size=542 
CpG island 	 11013559 .. 11013832 	 size=274 
CpG island 	 11014274 .. 11014631 	 size=358 
CpG island 	 11015404 .. 11015604 	 size=201 
CpG island 	 11016549 .. 11016795 	 size=247 
CpG island 	 11018121 .. 11018896 	 size=776 
CpG island 	 11020257 .. 11020728 	 size=472 
